id,user_id,query,date,time
2,1,s21,2022-06-01,18:45:21.172098
3,2,s21,2022-06-02,16:12:56.431873
4,2,кожаный куртка,2022-06-02,21:43:29.420205
5,2,компьютер,2022-06-02,21:43:45.358128
6,2,iphone s21,2022-06-02,21:44:30.150289
7,2,iphone 12,2022-06-02,21:44:35.077067
8,2,кроссовки nike,2022-06-02,21:44:50.34346
9,2,кроссовки,2022-06-02,21:44:56.564275
10,2,кожаный куртка,2022-06-02,21:45:38.483265
11,2,куртка кожаный,2022-06-02,21:46:04.781077
12,2,футбол,2022-06-02,21:47:02.610328
13,2,айфон,2022-06-02,21:48:21.6341
14,2,iphones,2022-06-02,21:48:31.329623
15,2,фуибол,2022-06-02,21:49:01.712574
16,2,фуибол,2022-06-02,21:49:01.534245
17,2,футбол,2022-06-02,21:49:04.119964
18,2,футбольный,2022-06-02,21:49:07.418434
19,2,косметика,2022-06-02,21:50:07.393582
20,2,косметика,2022-06-02,21:50:35.078979
21,2,косметика керек,2022-06-02,21:52:04.915501
22,2,люстра белый,2022-06-02,21:52:24.28504
23,2,люстра,2022-06-02,21:52:28.502719
24,2,футболка,2022-06-02,21:52:56.23461
25,2,футбол,2022-06-02,21:53:06.850529
26,2,футболка,2022-06-02,21:53:10.700624
27,2,компьютер,2022-06-02,21:57:24.524021
28,2,кожаный куртка,2022-06-02,21:58:17.708192
29,2,куртка кожаный,2022-06-02,21:58:31.328789
30,2,куртка кожаный,2022-06-02,22:00:51.957602
31,2,футбол,2022-06-02,22:01:09.090091
32,2,футбол,2022-06-02,22:01:39.851818
33,2,футбол,2022-06-02,22:03:15.432424
34,2,футболка,2022-06-02,22:03:21.527104
35,2,футболк,2022-06-02,22:03:29.366148
36,2,футб,2022-06-02,22:03:37.043512
37,2,футболк,2022-06-02,22:03:50.50222
38,2,футболска,2022-06-02,22:03:54.573406
39,2,футболкас,2022-06-02,22:04:00.936246
40,2,футболка,2022-06-02,22:04:07.392229
41,2,компьютер,2022-06-02,22:47:57.791199
42,2,компьютер,2022-06-02,22:48:03.885912
43,2,кожаный куртка,2022-06-02,22:48:23.5247
44,2,футбол,2022-06-02,22:48:41.430725
45,2,компьютер,2022-06-02,22:49:08.649774
46,2,компьютер,2022-06-02,22:49:38.871063
47,2,футбол,2022-06-02,22:49:43.335077
48,2,кожаный куртка,2022-06-02,22:49:54.4534
49,2,кожаный куртка,2022-06-02,22:50:20.661824
50,2,кожаный куртка,2022-06-02,22:50:39.669164
51,2,футбол,2022-06-02,22:50:48.634811
52,2,компьютер,2022-06-02,22:50:55.568694
53,2,комп,2022-06-02,22:51:02.828741
54,2,компью,2022-06-02,22:51:08.277572
